HUMAN00001	ENSG00000186092
HUMAN23703	ENSG00000151304
HUMAN23704	ENSG00000113083
HUMAN23705	ENSG00000164185
HUMAN23706	ENSG00000250803
HUMAN23707	ENSG00000064692
HUMAN23709	ENSG00000205302
HUMAN23710	ENSG00000064652
HUMAN23712	ENSG00000168938
HUMAN23713	ENSG00000061455
HUMAN23714	ENSG00000168944
HUMAN23717	ENSG00000151292
HUMAN23718	ENSG00000168916
HUMAN23719	ENSG00000155324
HUMAN23723	ENSG00000164904
HUMAN23725	ENSG00000164902
HUMAN23726	ENSG00000196900
HUMAN23727	ENSG00000113368
HUMAN23728	ENSG00000173926
HUMAN23732	ENSG00000164241
HUMAN23733	ENSG00000145794
HUMAN23735	ENSG00000164244
HUMAN23736	ENSG00000205279
HUMAN23737	ENSG00000230561
HUMAN23738	ENSG00000064651
HUMAN23739	ENSG00000138829
HUMAN23740	ENSG00000113396
HUMAN23741	ENSG00000066583
HUMAN23742	ENSG00000145808
HUMAN23743	ENSG00000186367
HUMAN23744	ENSG00000198108
HUMAN23745	ENSG00000169567
HUMAN23749	ENSG00000186687
HUMAN23750	ENSG00000158985
HUMAN23752	ENSG00000158987
HUMAN23754	ENSG00000273217
HUMAN23755	ENSG00000217128
HUMAN23756	ENSG00000239642
HUMAN23757	ENSG00000164398
HUMAN23758	ENSG00000164399
HUMAN23759	ENSG00000164400
HUMAN23760	ENSG00000072682
HUMAN23762	ENSG00000131435
HUMAN23763	ENSG00000197208
HUMAN23764	ENSG00000197375
HUMAN23766	ENSG00000197536
HUMAN23769	ENSG00000125347
HUMAN23770	ENSG00000113525
HUMAN23772	ENSG00000113522
HUMAN23775	ENSG00000169194
HUMAN23776	ENSG00000113520
HUMAN23778	ENSG00000131437
HUMAN23779	ENSG00000205089
HUMAN23780	ENSG00000164402
HUMAN23781	ENSG00000198944
HUMAN23782	ENSG00000164403
HUMAN23783	ENSG00000164404
HUMAN23784	ENSG00000164405
HUMAN23785	ENSG00000164406
HUMAN23786	ENSG00000072364
HUMAN23787	ENSG00000155329
HUMAN23790	ENSG00000170606
HUMAN23791	ENSG00000053108
HUMAN23793	ENSG00000113583
HUMAN23794	ENSG00000213585
HUMAN23795	ENSG00000081059
HUMAN23800	ENSG00000113558
HUMAN23804	ENSG00000113575
HUMAN23806	ENSG00000006837
HUMAN23808	ENSG00000119048
HUMAN23810	ENSG00000237190
HUMAN23811	ENSG00000043143
HUMAN23812	ENSG00000152700
HUMAN23814	ENSG00000113615
HUMAN23815	ENSG00000164615
HUMAN23816	ENSG00000145833
HUMAN23817	ENSG00000181904
HUMAN23819	ENSG00000113621
HUMAN23820	ENSG00000132570
HUMAN23821	ENSG00000152705
HUMAN23822	ENSG00000069011
HUMAN23824	ENSG00000113648
HUMAN23825	ENSG00000251380
HUMAN23826	ENSG00000255833
HUMAN23827	ENSG00000181965
HUMAN23828	ENSG00000145824
HUMAN23831	ENSG00000250378
HUMAN23834	ENSG00000145832
HUMAN23836	ENSG00000145839
HUMAN23838	ENSG00000145826
HUMAN23840	ENSG00000120708
HUMAN23842	ENSG00000113658
HUMAN23844	ENSG00000271824
HUMAN23845	ENSG00000069018
HUMAN23846	ENSG00000152377
HUMAN23847	ENSG00000146021
HUMAN23848	ENSG00000177733
HUMAN23849	ENSG00000120729
HUMAN23850	ENSG00000078795
HUMAN23851	ENSG00000031003
HUMAN23852	ENSG00000061492
HUMAN23853	ENSG00000112981
HUMAN23855	ENSG00000112983
HUMAN23857	ENSG00000112984
HUMAN23858	ENSG00000094880
HUMAN23860	ENSG00000146013
HUMAN23861	ENSG00000158402
HUMAN23863	ENSG00000120709
HUMAN23864	ENSG00000120733
HUMAN23865	ENSG00000132563
HUMAN23867	ENSG00000120738
HUMAN23868	ENSG00000120705
HUMAN23869	ENSG00000113013
HUMAN23872	ENSG00000044115
HUMAN23875	ENSG00000146006
HUMAN23876	ENSG00000120725
HUMAN23877	ENSG00000280987
HUMAN23879	ENSG00000120727
HUMAN23880	ENSG00000170482
HUMAN23883	ENSG00000170476
HUMAN23884	ENSG00000228672
HUMAN23886	ENSG00000170469
HUMAN23887	ENSG00000170464
HUMAN23890	ENSG00000279686
HUMAN23891	ENSG00000283288
HUMAN23892	ENSG00000184584
HUMAN23893	ENSG00000131508
HUMAN23894	ENSG00000171604
HUMAN23895	ENSG00000146005
HUMAN23896	ENSG00000158458
HUMAN23897	ENSG00000185129
HUMAN23898	ENSG00000182700
HUMAN23899	ENSG00000120306
HUMAN23900	ENSG00000113068
HUMAN23903	ENSG00000113070
HUMAN23904	ENSG00000113073
HUMAN23905	ENSG00000254996
HUMAN23907	ENSG00000213523
HUMAN23908	ENSG00000243056
HUMAN23910	ENSG00000113108
HUMAN23911	ENSG00000176087
HUMAN23913	ENSG00000170458
HUMAN23914	ENSG00000131495
HUMAN23915	ENSG00000113119
HUMAN23916	ENSG00000113141
HUMAN23918	ENSG00000120314
HUMAN23920	ENSG00000256453
HUMAN23921	ENSG00000170445
HUMAN23922	ENSG00000112855
HUMAN23924	ENSG00000146007
HUMAN23925	ENSG00000204970
HUMAN23926	ENSG00000204969
HUMAN23927	ENSG00000255408
HUMAN23928	ENSG00000204967
HUMAN23929	ENSG00000204965
HUMAN23930	ENSG00000081842
HUMAN23931	ENSG00000204963
HUMAN23932	ENSG00000204962
HUMAN23933	ENSG00000204961
HUMAN23934	ENSG00000250120
HUMAN23935	ENSG00000249158
HUMAN23937	ENSG00000251664
HUMAN23938	ENSG00000239389
HUMAN23939	ENSG00000248383
HUMAN23940	ENSG00000243232
HUMAN23941	ENSG00000171815
HUMAN23942	ENSG00000112852
HUMAN23943	ENSG00000113205
HUMAN23944	ENSG00000081818
HUMAN23945	ENSG00000113209
HUMAN23946	ENSG00000113211
HUMAN23947	ENSG00000113212
HUMAN23948	ENSG00000120322
HUMAN23949	ENSG00000272674
HUMAN23951	ENSG00000177839
HUMAN23952	ENSG00000120324
HUMAN23953	ENSG00000197479
HUMAN23954	ENSG00000120328
HUMAN23955	ENSG00000187372
HUMAN23956	ENSG00000120327
HUMAN23958	ENSG00000113248
HUMAN23959	ENSG00000178913
HUMAN23960	ENSG00000120329
HUMAN23961	ENSG00000204956
HUMAN23962	ENSG00000081853
HUMAN23963	ENSG00000254245
HUMAN23964	ENSG00000254221
HUMAN23965	ENSG00000262576
HUMAN23966	ENSG00000253910
HUMAN23967	ENSG00000253485
HUMAN23968	ENSG00000262209
HUMAN23969	ENSG00000253731
HUMAN23970	ENSG00000253537
HUMAN23971	ENSG00000253953
HUMAN23972	ENSG00000253767
HUMAN23973	ENSG00000276547
HUMAN23974	ENSG00000261934
HUMAN23975	ENSG00000253305
HUMAN23976	ENSG00000253846
HUMAN23977	ENSG00000254122
HUMAN23978	ENSG00000253873
HUMAN23979	ENSG00000253159
HUMAN23980	ENSG00000240184
HUMAN23981	ENSG00000242419
HUMAN23982	ENSG00000240764
HUMAN23983	ENSG00000131504
HUMAN23985	ENSG00000171720
HUMAN23986	ENSG00000164620
HUMAN23987	ENSG00000197948
HUMAN23989	ENSG00000120318
HUMAN23990	ENSG00000156453
HUMAN23993	ENSG00000081791
HUMAN23994	ENSG00000113555
HUMAN23995	ENSG00000013561
HUMAN23996	ENSG00000113552
HUMAN23997	ENSG00000131507
HUMAN23998	ENSG00000187678
HUMAN23999	ENSG00000113578
HUMAN24000	ENSG00000145819
HUMAN24005	ENSG00000113580
HUMAN24007	ENSG00000145817
HUMAN24008	ENSG00000183775
HUMAN24009	ENSG00000186314
HUMAN24010	ENSG00000204928
HUMAN24011	ENSG00000156463
HUMAN24012	ENSG00000173261
HUMAN24013	ENSG00000133706
HUMAN24014	ENSG00000091009
HUMAN24015	ENSG00000091010
HUMAN24016	ENSG00000113649
HUMAN24017	ENSG00000173250
HUMAN24018	ENSG00000156475
HUMAN24023	ENSG00000169302
HUMAN24024	ENSG00000113657
HUMAN24026	ENSG00000176049
HUMAN24027	ENSG00000164266
HUMAN24028	ENSG00000164265
HUMAN24029	ENSG00000178776
HUMAN24030	ENSG00000133710
HUMAN24032	ENSG00000196800
HUMAN24033	ENSG00000178172
HUMAN24034	ENSG00000248109
HUMAN24035	ENSG00000214510
HUMAN24036	ENSG00000145879
HUMAN24038	ENSG00000204909
HUMAN24039	ENSG00000145868
HUMAN24040	ENSG00000164270
HUMAN24043	ENSG00000169252
HUMAN24045	ENSG00000169247
HUMAN24046	ENSG00000173210
HUMAN24048	ENSG00000157510
HUMAN24050	ENSG00000164284
HUMAN24051	ENSG00000145882
HUMAN24053	ENSG00000127743
HUMAN24055	ENSG00000113712
HUMAN24058	ENSG00000183111
HUMAN24059	ENSG00000155846
HUMAN24060	ENSG00000132915
HUMAN24061	ENSG00000155850
HUMAN24062	ENSG00000164296
HUMAN24063	ENSG00000113716
HUMAN24064	ENSG00000182578
HUMAN24066	ENSG00000113721
HUMAN24067	ENSG00000113722
HUMAN24068	ENSG00000011083
HUMAN24069	ENSG00000070808
HUMAN24070	ENSG00000183876
HUMAN24071	ENSG00000070814
HUMAN24073	ENSG00000019582
HUMAN24075	ENSG00000164587
HUMAN24077	ENSG00000070614
HUMAN24079	ENSG00000171992
HUMAN24080	ENSG00000164591
HUMAN24083	ENSG00000086589
HUMAN24085	ENSG00000132912
HUMAN24087	ENSG00000256235
HUMAN24088	ENSG00000237693
HUMAN24090	ENSG00000145908
HUMAN24092	ENSG00000211445
HUMAN24096	ENSG00000145901
HUMAN24098	ENSG00000197043
HUMAN24099	ENSG00000198624
HUMAN24102	ENSG00000196743
HUMAN24103	ENSG00000186334
HUMAN24104	ENSG00000186335
HUMAN24106	ENSG00000123643
HUMAN24108	ENSG00000086570
HUMAN24109	ENSG00000113140
HUMAN24110	ENSG00000177556
HUMAN24111	ENSG00000145907
HUMAN24113	ENSG00000145888
HUMAN24114	ENSG00000132911
HUMAN24115	ENSG00000155511
HUMAN24116	ENSG00000055147
HUMAN24117	ENSG00000037749
HUMAN24118	ENSG00000164574
HUMAN24119	ENSG00000164576
HUMAN24120	ENSG00000113196
HUMAN24121	ENSG00000155506
HUMAN24126	ENSG00000170271
HUMAN24129	ENSG00000155508
HUMAN24131	ENSG00000082516
HUMAN24132	ENSG00000082515
HUMAN24133	ENSG00000226650
HUMAN24134	ENSG00000170624
HUMAN24136	ENSG00000279646
HUMAN24137	ENSG00000231989
HUMAN24138	ENSG00000145850
HUMAN24139	ENSG00000113249
HUMAN24140	ENSG00000135077
HUMAN24141	ENSG00000155868
HUMAN24142	ENSG00000113263
HUMAN24143	ENSG00000170613
HUMAN24144	ENSG00000055163
HUMAN24146	ENSG00000172568
HUMAN24147	ENSG00000135074
HUMAN24148	ENSG00000172548
HUMAN24149	ENSG00000039600
HUMAN24150	ENSG00000187658
HUMAN24151	ENSG00000113272
HUMAN24153	ENSG00000155858
HUMAN24154	ENSG00000113282
HUMAN24157	ENSG00000164330
HUMAN24158	ENSG00000145860
HUMAN24159	ENSG00000164332
HUMAN24160	ENSG00000113302
HUMAN24161	ENSG00000170214
HUMAN24162	ENSG00000113312
HUMAN24165	ENSG00000170234
HUMAN24167	ENSG00000170231
HUMAN24169	ENSG00000135083
HUMAN24171	ENSG00000145861
HUMAN24172	ENSG00000221886
HUMAN24173	ENSG00000164609
HUMAN24174	ENSG00000164611
HUMAN24176	ENSG00000118322
HUMAN24177	ENSG00000145864
HUMAN24178	ENSG00000145863
HUMAN24183	ENSG00000022355
HUMAN24184	ENSG00000113327
HUMAN24186	ENSG00000113328
HUMAN24187	ENSG00000170584
HUMAN24188	ENSG00000072571
HUMAN24189	ENSG00000038274
HUMAN24190	ENSG00000145934
HUMAN24191	ENSG00000113645
HUMAN24192	ENSG00000113643
HUMAN24194	ENSG00000188573
HUMAN24195	ENSG00000120137
HUMAN24196	ENSG00000184347
HUMAN24197	ENSG00000040275
HUMAN24199	ENSG00000134516
HUMAN24201	ENSG00000204767
HUMAN24202	ENSG00000168269
HUMAN24203	ENSG00000234511
HUMAN24204	ENSG00000043462
HUMAN24205	ENSG00000182132
HUMAN24209	ENSG00000145936
HUMAN24211	ENSG00000094755
HUMAN24212	ENSG00000204764
HUMAN24214	ENSG00000275038
HUMAN24215	ENSG00000164438
HUMAN24216	ENSG00000181163
HUMAN24217	ENSG00000156427
HUMAN24218	ENSG00000185662
HUMAN24219	ENSG00000072803
HUMAN24223	ENSG00000072786
HUMAN24225	ENSG00000214360
HUMAN24226	ENSG00000168246
HUMAN24229	ENSG00000174705
HUMAN24230	ENSG00000214357
HUMAN24231	ENSG00000120129
HUMAN24232	ENSG00000113719
HUMAN24237	ENSG00000037241
HUMAN24238	ENSG00000113732
HUMAN24240	ENSG00000164463
HUMAN24241	ENSG00000113734
HUMAN24243	ENSG00000183072
HUMAN24246	ENSG00000113739
HUMAN24247	ENSG00000145919
HUMAN24248	ENSG00000113742
HUMAN24249	ENSG00000185056
HUMAN24250	ENSG00000170091
HUMAN24253	ENSG00000120149
HUMAN24254	ENSG00000184845
HUMAN24255	ENSG00000164466
HUMAN24256	ENSG00000113749
HUMAN24257	ENSG00000145920
HUMAN24260	ENSG00000051596
HUMAN24264	ENSG00000170085
HUMAN24265	ENSG00000122203
HUMAN24266	ENSG00000175414
HUMAN24269	ENSG00000048162
HUMAN24272	ENSG00000146066
HUMAN24273	ENSG00000175416
HUMAN24275	ENSG00000113194
HUMAN24276	ENSG00000146083
HUMAN24278	ENSG00000074276
HUMAN24280	ENSG00000169258
HUMAN24281	ENSG00000074317
HUMAN24282	ENSG00000175766
HUMAN24283	ENSG00000048140
HUMAN24285	ENSG00000113763
HUMAN24288	ENSG00000160883
HUMAN24290	ENSG00000087206
HUMAN24291	ENSG00000113761
HUMAN24292	ENSG00000160867
HUMAN24294	ENSG00000165671
HUMAN24297	ENSG00000169228
HUMAN24298	ENSG00000213347
HUMAN24299	ENSG00000169230
HUMAN24302	ENSG00000169223
HUMAN24303	ENSG00000169220
HUMAN24304	ENSG00000131183
HUMAN24305	ENSG00000196570
HUMAN24306	ENSG00000131187
HUMAN24307	ENSG00000198055
HUMAN24308	ENSG00000131188
HUMAN24309	ENSG00000113758
HUMAN24311	ENSG00000196923
HUMAN24316	ENSG00000146094
HUMAN24317	ENSG00000183258
HUMAN24320	ENSG00000146067
HUMAN24326	ENSG00000184840
HUMAN24327	ENSG00000027847
HUMAN24331	ENSG00000175325
HUMAN24333	ENSG00000204677
HUMAN24334	ENSG00000145911
HUMAN24335	ENSG00000145916
HUMAN24337	ENSG00000145912
HUMAN24340	ENSG00000197451
HUMAN24341	ENSG00000175309
HUMAN24345	ENSG00000050767
HUMAN24346	ENSG00000113240
HUMAN24348	ENSG00000169131
HUMAN24350	ENSG00000178338
HUMAN24351	ENSG00000198939
HUMAN24352	ENSG00000178187
HUMAN24353	ENSG00000113262
HUMAN24354	ENSG00000234284
HUMAN24356	ENSG00000177932
HUMAN24357	ENSG00000087116
HUMAN24359	ENSG00000176783
HUMAN24362	ENSG00000169045
HUMAN24366	ENSG00000204659
HUMAN24367	ENSG00000127022
HUMAN24370	ENSG00000161021
HUMAN24371	ENSG00000213316
HUMAN24372	ENSG00000161013
HUMAN24374	ENSG00000161011
HUMAN24377	ENSG00000161010
HUMAN24381	ENSG00000197226
HUMAN24383	ENSG00000113269
HUMAN24384	ENSG00000146090
HUMAN24385	ENSG00000050748
HUMAN24387	ENSG00000131459
HUMAN24389	ENSG00000113300
HUMAN24390	ENSG00000161055
HUMAN24391	ENSG00000037280
HUMAN24392	ENSG00000174339
HUMAN24393	ENSG00000131446
HUMAN24394	ENSG00000196670
HUMAN24396	ENSG00000113303
HUMAN24397	ENSG00000168903
HUMAN24398	ENSG00000165810
HUMAN24399	ENSG00000185372
HUMAN24400	ENSG00000182613
HUMAN24401	ENSG00000146054
HUMAN24402	ENSG00000146063
HUMAN24405	ENSG00000204628
HUMAN24409	ENSG00000183718
HUMAN24410	ENSG00000230178
HUMAN24411	ENSG00000112679
HUMAN24413	ENSG00000137265
HUMAN24414	ENSG00000112685
HUMAN24415	ENSG00000188996
HUMAN24416	ENSG00000164379
HUMAN24417	ENSG00000137273
HUMAN24418	ENSG00000054598
HUMAN24419	ENSG00000112699
HUMAN24420	ENSG00000145949
HUMAN24421	ENSG00000124535
HUMAN24422	ENSG00000021355
HUMAN24423	ENSG00000170542
HUMAN24424	ENSG00000124570
HUMAN24425	ENSG00000124588
HUMAN24427	ENSG00000137275
HUMAN24429	ENSG00000137274
HUMAN24431	ENSG00000137267
HUMAN24432	ENSG00000137285
HUMAN24435	ENSG00000180822
HUMAN24440	ENSG00000137266
HUMAN24445	ENSG00000168994
HUMAN24446	ENSG00000145945
HUMAN24447	ENSG00000112739
HUMAN24448	ENSG00000145975
HUMAN24449	ENSG00000185689
HUMAN24452	ENSG00000198721
HUMAN24455	ENSG00000153046
HUMAN24456	ENSG00000124787
HUMAN24458	ENSG00000219607
HUMAN24459	ENSG00000214113
HUMAN24463	ENSG00000145982
HUMAN24464	ENSG00000124785
HUMAN24466	ENSG00000124491
HUMAN24470	ENSG00000112799
HUMAN24471	ENSG00000124782
HUMAN24472	ENSG00000124783
HUMAN24474	ENSG00000164304
HUMAN24475	ENSG00000124784
HUMAN24476	ENSG00000096696
HUMAN24477	ENSG00000168566
HUMAN24478	ENSG00000153162
HUMAN24479	ENSG00000239264
HUMAN24480	ENSG00000188428
HUMAN24481	ENSG00000265818
HUMAN24483	ENSG00000124802
HUMAN24487	ENSG00000124786
HUMAN24490	ENSG00000181355
HUMAN24493	ENSG00000137203
HUMAN24498	ENSG00000111846
HUMAN24499	ENSG00000137434
HUMAN24501	ENSG00000111845
HUMAN24502	ENSG00000111843
HUMAN24503	ENSG00000137210
HUMAN24509	ENSG00000111837
HUMAN24510	ENSG00000124827
HUMAN24511	ENSG00000153157
HUMAN24512	ENSG00000197977
HUMAN24513	ENSG00000224531
HUMAN24514	ENSG00000244476
HUMAN24515	ENSG00000111859
HUMAN24520	ENSG00000205269
HUMAN24521	ENSG00000111863
HUMAN24523	ENSG00000095951
HUMAN24525	ENSG00000078401
HUMAN24526	ENSG00000112137
HUMAN24532	ENSG00000145979
HUMAN24536	ENSG00000145990
HUMAN24538	ENSG00000124523
HUMAN24539	ENSG00000225921
HUMAN24540	ENSG00000010017
HUMAN24541	ENSG00000050393
HUMAN24543	ENSG00000180537
HUMAN24544	ENSG00000112149
HUMAN24545	ENSG00000008083
HUMAN24549	ENSG00000047579
HUMAN24550	ENSG00000007944
HUMAN24551	ENSG00000137198
HUMAN24552	ENSG00000124788
HUMAN24553	ENSG00000230873
HUMAN24554	ENSG00000112183
HUMAN24556	ENSG00000112186
HUMAN24557	ENSG00000137414
HUMAN24558	ENSG00000124789
HUMAN24559	ENSG00000137177
HUMAN24561	ENSG00000187566
HUMAN24562	ENSG00000137364
HUMAN24564	ENSG00000165097
HUMAN24565	ENSG00000124795
HUMAN24567	ENSG00000137393
HUMAN24568	ENSG00000172201
HUMAN24569	ENSG00000172197
HUMAN24570	ENSG00000112242
HUMAN24571	ENSG00000145996
HUMAN24572	ENSG00000124766
HUMAN24573	ENSG00000172179
HUMAN24574	ENSG00000112273
HUMAN24575	ENSG00000152954
HUMAN24578	ENSG00000146038
HUMAN24579	ENSG00000146049
HUMAN24580	ENSG00000124532
HUMAN24581	ENSG00000112293
HUMAN24582	ENSG00000112294
HUMAN24583	ENSG00000137261
HUMAN24584	ENSG00000111802
HUMAN24585	ENSG00000112304
HUMAN24586	ENSG00000112308
HUMAN24587	ENSG00000112312
HUMAN24588	ENSG00000260286
HUMAN24589	ENSG00000111913
HUMAN24591	ENSG00000079691
HUMAN24592	ENSG00000079689
HUMAN24593	ENSG00000164508
HUMAN24594	ENSG00000146047
HUMAN24595	ENSG00000146039
HUMAN24597	ENSG00000124568
HUMAN24598	ENSG00000124564
HUMAN24599	ENSG00000112337
HUMAN24600	ENSG00000112343
HUMAN24601	ENSG00000124610
HUMAN24602	ENSG00000275714
HUMAN24603	ENSG00000278637
HUMAN24604	ENSG00000278705
HUMAN24605	ENSG00000274267
HUMAN24606	ENSG00000278463
HUMAN24607	ENSG00000276410
HUMAN24608	ENSG00000278272
HUMAN24609	ENSG00000187837
HUMAN24610	ENSG00000010704
HUMAN24611	ENSG00000197061
HUMAN24612	ENSG00000187475
HUMAN24613	ENSG00000180596
HUMAN24614	ENSG00000180573
HUMAN24615	ENSG00000168298
HUMAN24616	ENSG00000158373
HUMAN24617	ENSG00000274290
HUMAN24618	ENSG00000277157
HUMAN24619	ENSG00000282988
HUMAN24620	ENSG00000197409
HUMAN24621	ENSG00000277224
HUMAN24622	ENSG00000276966
HUMAN24623	ENSG00000273802
HUMAN24624	ENSG00000277075
HUMAN24625	ENSG00000274750
HUMAN24626	ENSG00000124575
HUMAN24627	ENSG00000274618
HUMAN24628	ENSG00000275663
HUMAN24629	ENSG00000277775
HUMAN24630	ENSG00000275713
HUMAN24631	ENSG00000273983
HUMAN24632	ENSG00000278588
HUMAN24633	ENSG00000158406
HUMAN24635	ENSG00000186470
HUMAN24636	ENSG00000124508
HUMAN24637	ENSG00000026950
HUMAN24639	ENSG00000111801
HUMAN24640	ENSG00000112763
HUMAN24641	ENSG00000124557
HUMAN24642	ENSG00000182952
HUMAN24643	ENSG00000146109
HUMAN24644	ENSG00000181315
HUMAN24645	ENSG00000124635
HUMAN24647	ENSG00000196787
HUMAN24648	ENSG00000276180
HUMAN24649	ENSG00000197903
HUMAN24650	ENSG00000274997
HUMAN24651	ENSG00000112812
HUMAN24653	ENSG00000158553
HUMAN24654	ENSG00000124613
HUMAN24655	ENSG00000096654
HUMAN24656	ENSG00000185130
HUMAN24657	ENSG00000196747
HUMAN24658	ENSG00000278828
HUMAN24659	ENSG00000276368
HUMAN24660	ENSG00000273703
HUMAN24661	ENSG00000197238
HUMAN24662	ENSG00000273542
HUMAN24663	ENSG00000233822
HUMAN24664	ENSG00000275221
HUMAN24665	ENSG00000276903
HUMAN24666	ENSG00000184357
HUMAN24667	ENSG00000275379
HUMAN24668	ENSG00000275126
HUMAN24669	ENSG00000197153
HUMAN24670	ENSG00000278677
HUMAN24671	ENSG00000274641
HUMAN24672	ENSG00000168131
HUMAN24673	ENSG00000124657
HUMAN24674	ENSG00000197279
HUMAN24675	ENSG00000196812
HUMAN24676	ENSG00000198315
HUMAN24677	ENSG00000137185
HUMAN24679	ENSG00000187626
HUMAN24680	ENSG00000189134
HUMAN24681	ENSG00000197062
HUMAN24683	ENSG00000137338
HUMAN24684	ENSG00000235109
HUMAN24686	ENSG00000189298
HUMAN24687	ENSG00000158691
HUMAN24688	ENSG00000187987
HUMAN24689	ENSG00000198704
HUMAN24690	ENSG00000224586
HUMAN24691	ENSG00000232040
HUMAN24692	ENSG00000204713
HUMAN24693	ENSG00000197935
HUMAN24694	ENSG00000204704
HUMAN24695	ENSG00000204703
HUMAN24696	ENSG00000204702
HUMAN24697	ENSG00000204701
HUMAN24698	ENSG00000204700
HUMAN24699	ENSG00000204695
HUMAN24700	ENSG00000243729
HUMAN24701	ENSG00000112462
HUMAN24702	ENSG00000280236
HUMAN24703	ENSG00000251608
HUMAN24704	ENSG00000204694
HUMAN24705	ENSG00000206474
HUMAN24706	ENSG00000204688
HUMAN24707	ENSG00000204687
HUMAN24708	ENSG00000213886
HUMAN24709	ENSG00000204681
HUMAN24711	ENSG00000204657
HUMAN24713	ENSG00000204655
HUMAN24715	ENSG00000204644
HUMAN24716	ENSG00000204642
HUMAN24718	ENSG00000204632
HUMAN24719	ENSG00000206503
HUMAN24720	ENSG00000066379
HUMAN24721	ENSG00000204619
HUMAN24722	ENSG00000204618
HUMAN24723	ENSG00000204616
HUMAN24724	ENSG00000204614
HUMAN24725	ENSG00000204613
HUMAN24726	ENSG00000204610
HUMAN24728	ENSG00000234127
HUMAN24729	ENSG00000204599
HUMAN24730	ENSG00000248167
HUMAN24731	ENSG00000241370
HUMAN24732	ENSG00000204592
HUMAN24733	ENSG00000204590
HUMAN24734	ENSG00000204576
HUMAN24735	ENSG00000204574
HUMAN24736	ENSG00000204569
HUMAN24737	ENSG00000204568
HUMAN24738	ENSG00000137343
HUMAN24739	ENSG00000204564
HUMAN24740	ENSG00000204560
HUMAN24741	ENSG00000146112
HUMAN24743	ENSG00000137404
HUMAN24744	ENSG00000137337
HUMAN24745	ENSG00000196230
HUMAN24746	ENSG00000137312
HUMAN24749	ENSG00000137331
HUMAN24752	ENSG00000204580
HUMAN24753	ENSG00000213780
HUMAN24754	ENSG00000137411
HUMAN24755	ENSG00000196260
HUMAN24756	ENSG00000168631
HUMAN24757	ENSG00000204544
HUMAN24758	ENSG00000261272
HUMAN24759	ENSG00000204542
HUMAN24760	ENSG00000204540
HUMAN24761	ENSG00000204539
HUMAN24762	ENSG00000204538
HUMAN24763	ENSG00000204536
HUMAN24766	ENSG00000137310
HUMAN24768	ENSG00000204531
HUMAN24769	ENSG00000206344
HUMAN24770	ENSG00000204525
HUMAN24771	ENSG00000234745
HUMAN24773	ENSG00000204520
HUMAN24774	ENSG00000204516
HUMAN24775	ENSG00000204511
HUMAN24776	ENSG00000198563
HUMAN24780	ENSG00000254870
HUMAN24781	ENSG00000213760
HUMAN24783	ENSG00000204498
HUMAN24785	ENSG00000226979
HUMAN24786	ENSG00000232810
HUMAN24787	ENSG00000227507
HUMAN24788	ENSG00000204482
HUMAN24789	ENSG00000204475
HUMAN24791	ENSG00000204472
HUMAN24792	ENSG00000204469
HUMAN24793	ENSG00000204463
HUMAN24795	ENSG00000204444
HUMAN24796	ENSG00000204439
HUMAN24797	ENSG00000204438
HUMAN24798	ENSG00000204435
HUMAN24799	ENSG00000263020
HUMAN24802	ENSG00000204428
HUMAN24804	ENSG00000204427
HUMAN24806	ENSG00000204424
HUMAN24807	ENSG00000250641
HUMAN24809	ENSG00000255552
HUMAN24811	ENSG00000244355
HUMAN24812	ENSG00000204420
HUMAN24813	ENSG00000204421
HUMAN24814	ENSG00000213722
HUMAN24815	ENSG00000213719
HUMAN24816	ENSG00000255152
HUMAN24817	ENSG00000228727
HUMAN24818	ENSG00000204396
HUMAN24819	ENSG00000204394
HUMAN24820	ENSG00000204392
HUMAN24821	ENSG00000204390
HUMAN24822	ENSG00000204389
HUMAN24823	ENSG00000204388
HUMAN24824	ENSG00000204387
HUMAN24825	ENSG00000204386
HUMAN24826	ENSG00000204385
HUMAN24827	ENSG00000204371
HUMAN24829	ENSG00000166278
HUMAN24831	ENSG00000204366
HUMAN24832	ENSG00000244255
HUMAN24835	ENSG00000204356
HUMAN24838	ENSG00000204351
HUMAN24839	ENSG00000204348
HUMAN24840	ENSG00000204344
HUMAN24841	ENSG00000244731
HUMAN24843	ENSG00000224389
HUMAN24844	ENSG00000231852
HUMAN24845	ENSG00000168477
HUMAN24846	ENSG00000213676
HUMAN24847	ENSG00000204315
HUMAN24848	ENSG00000204314
HUMAN24850	ENSG00000221988
HUMAN24851	ENSG00000258388
HUMAN24852	ENSG00000241404
HUMAN24853	ENSG00000204310
HUMAN24854	ENSG00000204308
HUMAN24855	ENSG00000204305
HUMAN24856	ENSG00000204304
HUMAN24857	ENSG00000213654
HUMAN24859	ENSG00000204301
HUMAN24860	ENSG00000204296
HUMAN24863	ENSG00000204290
HUMAN24864	ENSG00000204287
HUMAN24865	ENSG00000198502
HUMAN24866	ENSG00000196126
HUMAN24867	ENSG00000196735
HUMAN24869	ENSG00000179344
HUMAN24870	ENSG00000237541
HUMAN24871	ENSG00000232629
HUMAN24872	ENSG00000241106
HUMAN24873	ENSG00000250264
HUMAN24875	ENSG00000204264
HUMAN24876	ENSG00000240065
HUMAN24877	ENSG00000168394
HUMAN24878	ENSG00000242574
HUMAN24879	ENSG00000248993
HUMAN24880	ENSG00000204257
