HUMAN00001	ENST00000335137
HUMAN27761	ENST00000520262
HUMAN27762	ENST00000438528
HUMAN27762	ENST00000414154
HUMAN27762	ENST00000416469
HUMAN27762	ENST00000417410
HUMAN27762	ENST00000490331
HUMAN27764	ENST00000289957
HUMAN27765	ENST00000276410
HUMAN27765	ENST00000534622
HUMAN27766	ENST00000254250
HUMAN27766	ENST00000345117
HUMAN27768	ENST00000319104
HUMAN27768	ENST00000527424
HUMAN27768	ENST00000240159
HUMAN27768	ENST00000319073
HUMAN27768	ENST00000526349
HUMAN27768	ENST00000534961
HUMAN27769	ENST00000307602
HUMAN27771	ENST00000302279
HUMAN27772	ENST00000331373
HUMAN27772	ENST00000614426
HUMAN27773	ENST00000379644
HUMAN27778	ENST00000297423
HUMAN27778	ENST00000518074
HUMAN27778	ENST00000541342
HUMAN27780	ENST00000408965
HUMAN27781	ENST00000314191
HUMAN27781	ENST00000338368
HUMAN27782	ENST00000523944
HUMAN27782	ENST00000262105
HUMAN27782	ENST00000649973
HUMAN27783	ENST00000523111
HUMAN27786	ENST00000262103
HUMAN27786	ENST00000433756
HUMAN27786	ENST00000523092
HUMAN27787	ENST00000396822
HUMAN27787	ENST00000020945
HUMAN27788	ENST00000303202
HUMAN27788	ENST00000399653
HUMAN27788	ENST00000517663
HUMAN27788	ENST00000522267
HUMAN27789	ENST00000518864
HUMAN27789	ENST00000517473
HUMAN27789	ENST00000642720
HUMAN27790	ENST00000356297
HUMAN27791	ENST00000360540
HUMAN27791	ENST00000522514
HUMAN27793	ENST00000276480
HUMAN27795	ENST00000358543
HUMAN27795	ENST00000523939
HUMAN27796	ENST00000025008
HUMAN27796	ENST00000435644
HUMAN27800	ENST00000331251
HUMAN27801	ENST00000265572
HUMAN27801	ENST00000520287
HUMAN27801	ENST00000524278
HUMAN27801	ENST00000612786
HUMAN27801	ENST00000613482
HUMAN27803	ENST00000359530
HUMAN27803	ENST00000355221
HUMAN27803	ENST00000396774
HUMAN27804	ENST00000297313
HUMAN27804	ENST00000276500
HUMAN27804	ENST00000344277
HUMAN27805	ENST00000521604
HUMAN27805	ENST00000396401
HUMAN27809	ENST00000316963
HUMAN27809	ENST00000343231
HUMAN27810	ENST00000260102
HUMAN27811	ENST00000297316
HUMAN27813	ENST00000637698
HUMAN27814	ENST00000327381
HUMAN27814	ENST00000622811
HUMAN27816	ENST00000434581
HUMAN27816	ENST00000521229
HUMAN27816	ENST00000334667
HUMAN27816	ENST00000522576
HUMAN27816	ENST00000617782
HUMAN27818	ENST00000260129
HUMAN27819	ENST00000519728
HUMAN27819	ENST00000520220
HUMAN27820	ENST00000519807
HUMAN27820	ENST00000009589
HUMAN27820	ENST00000521262
HUMAN27820	ENST00000618656
HUMAN27822	ENST00000311923
HUMAN27823	ENST00000316981
HUMAN27823	ENST00000423799
HUMAN27823	ENST00000429357
HUMAN27826	ENST00000303759
HUMAN27826	ENST00000518801
HUMAN27826	ENST00000355315
HUMAN27826	ENST00000519367
HUMAN27826	ENST00000521524
HUMAN27826	ENST00000521831
HUMAN27826	ENST00000523975
HUMAN27827	ENST00000303749
HUMAN27827	ENST00000396721
HUMAN27830	ENST00000314922
HUMAN27830	ENST00000451791
HUMAN27833	ENST00000262644
HUMAN27836	ENST00000361488
HUMAN27837	ENST00000399598
HUMAN27839	ENST00000301645
HUMAN27840	ENST00000523483
HUMAN27840	ENST00000630925
HUMAN27841	ENST00000427130
HUMAN27841	ENST00000038176
HUMAN27843	ENST00000361421
HUMAN27844	ENST00000317995
HUMAN27845	ENST00000262646
HUMAN27845	ENST00000531289
HUMAN27849	ENST00000423902
HUMAN27849	ENST00000524602
HUMAN27849	ENST00000525508
HUMAN27850	ENST00000519846
HUMAN27850	ENST00000325897
HUMAN27851	ENST00000379449
HUMAN27851	ENST00000379454
HUMAN27851	ENST00000389204
HUMAN27851	ENST00000356457
HUMAN27851	ENST00000445642
HUMAN27851	ENST00000517847
HUMAN27851	ENST00000517903
HUMAN27851	ENST00000518068
HUMAN27851	ENST00000522603
HUMAN27851	ENST00000522835
HUMAN27851	ENST00000541428
HUMAN27856	ENST00000523211
HUMAN27857	ENST00000260118
HUMAN27858	ENST00000260116
HUMAN27861	ENST00000621413
HUMAN27861	ENST00000621820
HUMAN27862	ENST00000321870
HUMAN27863	ENST00000310193
HUMAN27864	ENST00000276569
HUMAN27864	ENST00000458464
HUMAN27865	ENST00000262146
HUMAN27865	ENST00000458689
HUMAN27868	ENST00000401827
HUMAN27868	ENST00000379419
HUMAN27868	ENST00000396642
HUMAN27870	ENST00000276570
HUMAN27871	ENST00000315962
HUMAN27871	ENST00000276573
HUMAN27871	ENST00000350034
HUMAN27871	ENST00000353317
HUMAN27872	ENST00000276571
HUMAN27873	ENST00000320270
HUMAN27874	ENST00000396623
HUMAN27874	ENST00000415254
HUMAN27874	ENST00000424777
HUMAN27875	ENST00000305454
HUMAN27875	ENST00000522977
HUMAN27878	ENST00000522677
HUMAN27878	ENST00000524176
HUMAN27879	ENST00000310421
HUMAN27880	ENST00000519289
HUMAN27880	ENST00000345714
HUMAN27880	ENST00000396596
HUMAN27880	ENST00000520976
HUMAN27880	ENST00000521198
HUMAN27880	ENST00000522398
HUMAN27881	ENST00000519561
HUMAN27882	ENST00000623055
HUMAN27883	ENST00000422365
HUMAN27883	ENST00000396592
HUMAN27886	ENST00000563496
HUMAN27887	ENST00000522909
HUMAN27887	ENST00000324682
HUMAN27888	ENST00000357849
HUMAN27892	ENST00000262210
HUMAN27892	ENST00000519668
HUMAN27894	ENST00000262215
HUMAN27895	ENST00000297770
HUMAN27895	ENST00000479862
HUMAN27895	ENST00000638254
HUMAN27897	ENST00000288368
HUMAN27898	ENST00000325233
HUMAN27898	ENST00000518698
HUMAN27898	ENST00000337103
HUMAN27898	ENST00000348340
HUMAN27901	ENST00000458141
HUMAN27901	ENST00000260128
HUMAN27901	ENST00000402687
HUMAN27901	ENST00000419716
HUMAN27902	ENST00000260126
HUMAN27902	ENST00000524945
HUMAN27902	ENST00000530307
HUMAN27903	ENST00000276594
HUMAN27904	ENST00000452400
HUMAN27905	ENST00000262213
HUMAN27906	ENST00000522447
HUMAN27906	ENST00000276590
HUMAN27908	ENST00000408926
HUMAN27908	ENST00000520030
HUMAN27909	ENST00000388742
HUMAN27909	ENST00000340726
HUMAN27909	ENST00000388740
HUMAN27909	ENST00000419131
HUMAN27909	ENST00000645793
HUMAN27909	ENST00000647540
HUMAN27911	ENST00000325509
HUMAN27912	ENST00000262209
HUMAN27913	ENST00000523207
HUMAN27914	ENST00000276603
HUMAN27914	ENST00000276602
HUMAN27915	ENST00000297354
HUMAN27916	ENST00000624510
HUMAN27917	ENST00000352983
HUMAN27918	ENST00000240285
HUMAN27919	ENST00000524300
HUMAN27919	ENST00000355780
HUMAN27919	ENST00000517542
HUMAN27919	ENST00000521210
HUMAN27919	ENST00000521451
HUMAN27919	ENST00000522509
HUMAN27919	ENST00000522695
HUMAN27919	ENST00000523558
HUMAN27919	ENST00000524104
HUMAN27922	ENST00000419880
HUMAN27922	ENST00000650817
HUMAN27924	ENST00000518127
HUMAN27924	ENST00000284811
HUMAN27924	ENST00000519487
HUMAN27924	ENST00000520210
HUMAN27924	ENST00000520242
HUMAN27924	ENST00000522337
HUMAN27924	ENST00000523815
HUMAN27924	ENST00000622804
HUMAN27925	ENST00000312184
HUMAN27925	ENST00000517439
HUMAN27926	ENST00000284818
HUMAN27926	ENST00000518893
HUMAN27927	ENST00000342232
HUMAN27928	ENST00000220822
HUMAN27928	ENST00000434412
HUMAN27929	ENST00000260113
HUMAN27929	ENST00000523773
HUMAN27929	ENST00000649643
HUMAN27930	ENST00000262207
HUMAN27930	ENST00000517786
HUMAN27931	ENST00000396423
HUMAN27931	ENST00000354370
HUMAN27931	ENST00000674002
HUMAN27932	ENST00000521891
HUMAN27932	ENST00000651372
HUMAN27934	ENST00000357039
HUMAN27934	ENST00000520103
HUMAN27934	ENST00000522527
HUMAN27935	ENST00000396418
HUMAN27935	ENST00000352966
HUMAN27935	ENST00000518467
HUMAN27936	ENST00000263849
HUMAN27938	ENST00000263851
HUMAN27938	ENST00000520269
HUMAN27940	ENST00000220876
HUMAN27940	ENST00000518111
HUMAN27942	ENST00000337919
HUMAN27942	ENST00000354724
HUMAN27943	ENST00000276585
HUMAN27947	ENST00000522938
HUMAN27948	ENST00000517462
HUMAN27948	ENST00000520527
HUMAN27948	ENST00000379096
HUMAN27948	ENST00000379097
HUMAN27948	ENST00000448733
HUMAN27948	ENST00000517427
HUMAN27948	ENST00000518937
HUMAN27953	ENST00000430430
HUMAN27953	ENST00000379091
HUMAN27953	ENST00000426744
HUMAN27953	ENST00000455036
HUMAN27953	ENST00000610895
HUMAN27954	ENST00000327835
HUMAN27955	ENST00000220597
HUMAN27956	ENST00000297258
HUMAN27957	ENST00000256103
HUMAN27958	ENST00000379071
HUMAN27959	ENST00000256104
HUMAN27961	ENST00000360464
HUMAN27962	ENST00000449740
HUMAN27962	ENST00000256108
HUMAN27962	ENST00000311489
HUMAN27964	ENST00000518568
HUMAN27965	ENST00000220669
HUMAN27965	ENST00000519523
HUMAN27965	ENST00000521287
HUMAN27965	ENST00000522520
HUMAN27965	ENST00000523096
HUMAN27968	ENST00000297265
HUMAN27969	ENST00000345957
HUMAN27969	ENST00000353788
HUMAN27969	ENST00000396330
HUMAN27970	ENST00000517638
HUMAN27970	ENST00000521268
HUMAN27970	ENST00000521695
HUMAN27970	ENST00000522455
HUMAN27970	ENST00000523850
HUMAN27971	ENST00000360375
HUMAN27971	ENST00000414626
HUMAN27972	ENST00000416274
HUMAN27972	ENST00000418930
HUMAN27972	ENST00000517476
HUMAN27974	ENST00000321777
HUMAN27974	ENST00000619594
HUMAN27974	ENST00000611854
HUMAN27974	ENST00000612809
HUMAN27974	ENST00000612977
HUMAN27974	ENST00000615697
HUMAN27976	ENST00000321764
HUMAN27977	ENST00000523953
HUMAN27977	ENST00000431316
HUMAN27977	ENST00000523022
HUMAN27977	ENST00000542576
HUMAN27978	ENST00000285381
HUMAN27979	ENST00000285379
HUMAN27981	ENST00000285393
HUMAN27982	ENST00000276616
HUMAN27983	ENST00000297524
HUMAN27983	ENST00000419776
HUMAN27984	ENST00000517970
HUMAN27984	ENST00000265428
HUMAN27989	ENST00000406452
HUMAN27989	ENST00000430676
HUMAN27989	ENST00000519966
HUMAN27992	ENST00000517490
HUMAN27994	ENST00000320005
HUMAN27995	ENST00000518476
HUMAN27998	ENST00000319675
HUMAN27999	ENST00000286614
HUMAN28001	ENST00000220751
HUMAN28003	ENST00000451899
HUMAN28003	ENST00000297438
HUMAN28003	ENST00000647849
HUMAN28004	ENST00000265433
HUMAN28005	ENST00000220764
HUMAN28005	ENST00000522161
HUMAN28007	ENST00000265431
HUMAN28007	ENST00000518457
HUMAN28008	ENST00000458549
HUMAN28008	ENST00000418210
HUMAN28008	ENST00000519519
HUMAN28009	ENST00000417640
HUMAN28009	ENST00000521366
HUMAN28009	ENST00000522820
HUMAN28010	ENST00000517562
HUMAN28011	ENST00000285419
HUMAN28013	ENST00000285420
HUMAN28013	ENST00000617869
HUMAN28015	ENST00000448384
HUMAN28015	ENST00000343709
HUMAN28016	ENST00000309536
HUMAN28016	ENST00000276609
HUMAN28016	ENST00000523719
HUMAN28016	ENST00000617233
HUMAN28023	ENST00000436581
HUMAN28024	ENST00000521988
HUMAN28024	ENST00000378861
HUMAN28024	ENST00000518748
HUMAN28024	ENST00000519969
HUMAN28024	ENST00000520430
HUMAN28024	ENST00000520686
HUMAN28024	ENST00000521617
HUMAN28024	ENST00000524107
HUMAN28024	ENST00000537541
HUMAN28025	ENST00000518116
HUMAN28025	ENST00000518322
HUMAN28025	ENST00000423990
HUMAN28025	ENST00000452913
HUMAN28030	ENST00000399300
HUMAN28031	ENST00000453321
HUMAN28031	ENST00000409623
HUMAN28033	ENST00000396200
HUMAN28033	ENST00000297598
HUMAN28033	ENST00000517764
HUMAN28033	ENST00000520728
HUMAN28034	ENST00000027335
HUMAN28034	ENST00000450165
HUMAN28035	ENST00000396194
HUMAN28035	ENST00000297596
HUMAN28036	ENST00000336148
HUMAN28036	ENST00000297592
HUMAN28038	ENST00000481490
HUMAN28039	ENST00000297591
HUMAN28039	ENST00000421249
HUMAN28040	ENST00000433389
HUMAN28040	ENST00000358397
HUMAN28040	ENST00000423620
HUMAN28040	ENST00000646773
HUMAN28041	ENST00000414645
HUMAN28045	ENST00000523731
HUMAN28046	ENST00000520509
HUMAN28046	ENST00000308108
HUMAN28048	ENST00000396124
HUMAN28048	ENST00000518258
HUMAN28048	ENST00000523337
HUMAN28051	ENST00000342697
HUMAN28051	ENST00000448464
HUMAN28052	ENST00000315367
HUMAN28052	ENST00000519516
HUMAN28053	ENST00000286688
HUMAN28054	ENST00000287020
HUMAN28055	ENST00000287022
HUMAN28055	ENST00000518406
HUMAN28059	ENST00000287025
HUMAN28059	ENST00000522822
HUMAN28060	ENST00000517309
HUMAN28060	ENST00000522072
HUMAN28062	ENST00000302190
HUMAN28063	ENST00000220763
HUMAN28064	ENST00000322128
HUMAN28065	ENST00000336273
HUMAN28066	ENST00000445593
HUMAN28066	ENST00000521545
HUMAN28066	ENST00000619747
HUMAN28067	ENST00000520016
HUMAN28067	ENST00000254898
HUMAN28067	ENST00000521689
HUMAN28067	ENST00000522025
HUMAN28067	ENST00000524308
HUMAN28069	ENST00000521291
HUMAN28069	ENST00000287038
HUMAN28069	ENST00000521726
HUMAN28070	ENST00000318528
HUMAN28070	ENST00000545282
HUMAN28071	ENST00000520507
HUMAN28073	ENST00000401707
HUMAN28073	ENST00000349693
HUMAN28074	ENST00000430223
HUMAN28074	ENST00000341166
HUMAN28075	ENST00000523601
HUMAN28075	ENST00000419617
HUMAN28077	ENST00000287042
HUMAN28077	ENST00000521839
HUMAN28078	ENST00000523368
HUMAN28080	ENST00000358544
HUMAN28080	ENST00000355155
HUMAN28080	ENST00000357162
HUMAN28080	ENST00000441350
HUMAN28080	ENST00000496144
HUMAN28081	ENST00000522934
HUMAN28081	ENST00000297564
HUMAN28081	ENST00000517682
HUMAN28081	ENST00000518171
HUMAN28081	ENST00000520271
HUMAN28081	ENST00000520468
HUMAN28081	ENST00000520517
HUMAN28081	ENST00000522940
HUMAN28081	ENST00000523016
HUMAN28081	ENST00000524245
HUMAN28082	ENST00000360863
HUMAN28082	ENST00000519725
HUMAN28082	ENST00000523437
HUMAN28083	ENST00000428847
HUMAN28085	ENST00000353107
HUMAN28088	ENST00000388798
HUMAN28088	ENST00000520643
HUMAN28088	ENST00000251809
HUMAN28088	ENST00000520508
HUMAN28089	ENST00000519449
HUMAN28089	ENST00000341084
HUMAN28090	ENST00000520552
HUMAN28090	ENST00000335659
HUMAN28090	ENST00000519597
HUMAN28090	ENST00000520311
HUMAN28091	ENST00000311812
HUMAN28091	ENST00000428383
HUMAN28094	ENST00000318607
HUMAN28096	ENST00000521607
HUMAN28097	ENST00000520984
HUMAN28097	ENST00000311212
HUMAN28097	ENST00000517844
HUMAN28097	ENST00000518336
HUMAN28097	ENST00000519882
HUMAN28097	ENST00000520347
HUMAN28097	ENST00000521272
HUMAN28100	ENST00000251808
HUMAN28100	ENST00000395927
HUMAN28100	ENST00000646743
HUMAN28101	ENST00000220931
HUMAN28101	ENST00000311028
HUMAN28101	ENST00000395923
HUMAN28101	ENST00000519508
HUMAN28101	ENST00000521599
HUMAN28104	ENST00000522368
HUMAN28108	ENST00000520539
HUMAN28108	ENST00000220959
HUMAN28109	ENST00000285402
HUMAN28110	ENST00000285407
HUMAN28110	ENST00000395884
HUMAN28111	ENST00000337198
HUMAN28111	ENST00000347770
HUMAN28112	ENST00000395862
HUMAN28112	ENST00000518738
HUMAN28113	ENST00000297574
HUMAN28113	ENST00000306391
HUMAN28113	ENST00000330955
HUMAN28113	ENST00000309982
HUMAN28113	ENST00000438105
HUMAN28116	ENST00000522566
HUMAN28116	ENST00000358755
HUMAN28116	ENST00000523739
HUMAN28117	ENST00000330295
HUMAN28117	ENST00000520337
HUMAN28120	ENST00000297578
HUMAN28121	ENST00000297579
HUMAN28121	ENST00000616836
HUMAN28123	ENST00000436393
HUMAN28125	ENST00000351513
HUMAN28127	ENST00000297581
HUMAN28127	ENST00000517991
HUMAN28127	ENST00000622554
HUMAN28128	ENST00000276654
HUMAN28129	ENST00000407775
HUMAN28130	ENST00000442977
HUMAN28130	ENST00000449762
HUMAN28130	ENST00000297447
HUMAN28130	ENST00000312046
HUMAN28130	ENST00000497705
HUMAN28130	ENST00000517566
HUMAN28130	ENST00000531443
HUMAN28134	ENST00000311955
HUMAN28135	ENST00000517746
HUMAN28135	ENST00000297450
HUMAN28136	ENST00000276659
HUMAN28136	ENST00000517781
HUMAN28136	ENST00000517939
HUMAN28137	ENST00000220849
HUMAN28142	ENST00000220853
HUMAN28143	ENST00000297459
HUMAN28144	ENST00000518632
HUMAN28144	ENST00000311762
HUMAN28145	ENST00000239690
HUMAN28145	ENST00000427660
HUMAN28149	ENST00000521688
HUMAN28149	ENST00000521662
HUMAN28151	ENST00000378402
HUMAN28152	ENST00000531677
HUMAN28152	ENST00000337573
HUMAN28152	ENST00000395785
HUMAN28152	ENST00000614147
HUMAN28152	ENST00000620557
HUMAN28153	ENST00000424158
HUMAN28155	ENST00000524391
HUMAN28155	ENST00000297404
HUMAN28156	ENST00000297405
HUMAN28156	ENST00000343508
HUMAN28156	ENST00000455883
HUMAN28157	ENST00000395715
HUMAN28157	ENST00000220888
HUMAN28157	ENST00000520276
HUMAN28157	ENST00000640765
HUMAN28158	ENST00000276682
HUMAN28162	ENST00000309822
HUMAN28168	ENST00000297338
HUMAN28170	ENST00000378279
HUMAN28171	ENST00000456015
HUMAN28171	ENST00000427715
HUMAN28171	ENST00000519688
HUMAN28171	ENST00000521243
HUMAN28172	ENST00000297347
HUMAN28172	ENST00000522839
HUMAN28173	ENST00000378204
HUMAN28174	ENST00000314727
HUMAN28176	ENST00000297350
HUMAN28177	ENST00000332843
HUMAN28178	ENST00000614891
HUMAN28179	ENST00000259526
HUMAN28180	ENST00000259486
HUMAN28180	ENST00000075322
HUMAN28180	ENST00000522826
HUMAN28181	ENST00000378164
HUMAN28184	ENST00000313655
HUMAN28185	ENST00000286234
HUMAN28185	ENST00000523492
HUMAN28186	ENST00000297848
HUMAN28186	ENST00000309791
HUMAN28188	ENST00000306185
HUMAN28189	ENST00000305949
HUMAN28189	ENST00000523373
HUMAN28191	ENST00000395601
HUMAN28191	ENST00000517992
HUMAN28192	ENST00000303924
HUMAN28193	ENST00000314393
HUMAN28194	ENST00000259512
HUMAN28194	ENST00000405944
HUMAN28195	ENST00000287380
HUMAN28195	ENST00000327098
HUMAN28196	ENST00000518448
HUMAN28196	ENST00000276699
HUMAN28196	ENST00000522648
HUMAN28196	ENST00000536633
HUMAN28197	ENST00000276704
HUMAN28198	ENST00000395571
HUMAN28199	ENST00000287394
HUMAN28200	ENST00000287387
HUMAN28200	ENST00000523984
HUMAN28200	ENST00000524254
HUMAN28204	ENST00000517956
HUMAN28204	ENST00000443022
HUMAN28205	ENST00000325995
HUMAN28206	ENST00000262219
HUMAN28206	ENST00000419625
HUMAN28207	ENST00000334705
HUMAN28208	ENST00000522917
HUMAN28209	ENST00000297632
HUMAN28210	ENST00000328599
HUMAN28211	ENST00000303545
HUMAN28212	ENST00000522810
HUMAN28216	ENST00000276689
HUMAN28219	ENST00000325064
HUMAN28219	ENST00000378017
HUMAN28219	ENST00000431961
HUMAN28219	ENST00000518547
HUMAN28221	ENST00000319286
HUMAN28222	ENST00000265896
HUMAN28224	ENST00000318410
HUMAN28226	ENST00000287437
HUMAN28226	ENST00000522563
HUMAN28229	ENST00000311922
HUMAN28229	ENST00000520847
HUMAN28230	ENST00000304916
HUMAN28230	ENST00000652209
HUMAN28231	ENST00000465342
HUMAN28231	ENST00000645438
HUMAN28232	ENST00000625070
HUMAN28233	ENST00000621592
HUMAN28234	ENST00000623475
HUMAN28235	ENST00000276708
HUMAN28235	ENST00000619643
HUMAN28236	ENST00000519824
HUMAN28236	ENST00000401979
HUMAN28236	ENST00000517654
HUMAN28236	ENST00000519110
HUMAN28236	ENST00000519540
HUMAN28236	ENST00000522250
HUMAN28236	ENST00000522746
HUMAN28236	ENST00000522941
HUMAN28236	ENST00000523509
HUMAN28238	ENST00000518721
HUMAN28240	ENST00000286355
HUMAN28241	ENST00000637848
HUMAN28242	ENST00000262283
HUMAN28243	ENST00000434736
HUMAN28244	ENST00000388996
HUMAN28244	ENST00000521134
HUMAN28246	ENST00000618342
HUMAN28248	ENST00000523829
HUMAN28249	ENST00000395386
HUMAN28249	ENST00000337920
HUMAN28249	ENST00000622263
HUMAN28253	ENST00000220616
HUMAN28256	ENST00000427060
HUMAN28256	ENST00000338087
HUMAN28256	ENST00000395352
HUMAN28256	ENST00000517648
HUMAN28256	ENST00000524345
HUMAN28258	ENST00000250160
HUMAN28258	ENST00000220856
HUMAN28258	ENST00000517423
HUMAN28258	ENST00000519433
HUMAN28259	ENST00000323851
HUMAN28259	ENST00000414097
HUMAN28259	ENST00000522476
HUMAN28259	ENST00000537882
HUMAN28262	ENST00000521180
HUMAN28262	ENST00000399640
HUMAN28262	ENST00000522652
HUMAN28262	ENST00000648219
HUMAN28263	ENST00000377838
HUMAN28263	ENST00000520214
HUMAN28263	ENST00000520727
HUMAN28263	ENST00000523399
HUMAN28267	ENST00000355849
HUMAN28268	ENST00000395297
HUMAN28268	ENST00000276737
HUMAN28271	ENST00000303045
HUMAN28271	ENST00000435777
HUMAN28273	ENST00000522317
HUMAN28273	ENST00000303015
HUMAN28273	ENST00000520439
HUMAN28273	ENST00000648164
HUMAN28273	ENST00000650269
HUMAN28274	ENST00000389328
HUMAN28274	ENST00000438773
HUMAN28274	ENST00000648948
HUMAN28275	ENST00000220913
HUMAN28278	ENST00000220592
HUMAN28278	ENST00000519980
HUMAN28279	ENST00000517887
HUMAN28279	ENST00000519419
HUMAN28285	ENST00000519811
HUMAN28289	ENST00000517878
HUMAN28291	ENST00000377741
HUMAN28291	ENST00000613887
HUMAN28292	ENST00000521578
HUMAN28292	ENST00000329397
HUMAN28292	ENST00000349124
HUMAN28292	ENST00000520105
HUMAN28292	ENST00000614325
HUMAN28292	ENST00000622569
HUMAN28292	ENST00000633518
HUMAN28292	ENST00000633621
HUMAN28293	ENST00000430863
HUMAN28294	ENST00000427937
HUMAN28295	ENST00000520166
HUMAN28295	ENST00000307180
HUMAN28297	ENST00000517894
HUMAN28297	ENST00000323289
HUMAN28298	ENST00000356613
HUMAN28299	ENST00000614134
HUMAN28299	ENST00000571961
HUMAN28299	ENST00000612905
HUMAN28299	ENST00000615982
HUMAN28300	ENST00000301258
HUMAN28302	ENST00000292430
HUMAN28302	ENST00000519387
HUMAN28305	ENST00000336138
HUMAN28306	ENST00000246515
HUMAN28307	ENST00000359228
HUMAN28311	ENST00000621401
HUMAN28311	ENST00000614491
HUMAN28311	ENST00000620006
HUMAN28311	ENST00000652477
HUMAN28312	ENST00000301263
HUMAN28314	ENST00000220940
HUMAN28316	ENST00000377675
HUMAN28317	ENST00000323110
HUMAN28319	ENST00000292494
HUMAN28319	ENST00000429120
HUMAN28319	ENST00000520466
HUMAN28319	ENST00000521003
HUMAN28319	ENST00000521699
HUMAN28319	ENST00000522024
HUMAN28319	ENST00000522971
HUMAN28319	ENST00000619718
HUMAN28319	ENST00000631568
HUMAN28319	ENST00000632424
HUMAN28319	ENST00000632516
HUMAN28319	ENST00000632519
HUMAN28319	ENST00000632812
HUMAN28319	ENST00000633451
HUMAN28322	ENST00000562505
HUMAN28322	ENST00000631950
HUMAN28323	ENST00000342752
HUMAN28323	ENST00000414417
HUMAN28323	ENST00000430474
HUMAN28323	ENST00000610554
HUMAN28323	ENST00000615409
HUMAN28323	ENST00000615434
HUMAN28323	ENST00000631670
HUMAN28324	ENST00000622500
HUMAN28325	ENST00000520584
HUMAN28325	ENST00000330701
HUMAN28325	ENST00000522452
HUMAN28325	ENST00000650767
HUMAN28327	ENST00000523522
HUMAN28327	ENST00000340042
HUMAN28330	ENST00000330143
HUMAN28333	ENST00000329245
HUMAN28333	ENST00000519148
HUMAN28333	ENST00000521193
HUMAN28333	ENST00000523676
HUMAN28337	ENST00000289013
HUMAN28338	ENST00000333480
HUMAN28339	ENST00000262577
HUMAN28341	ENST00000533063
HUMAN28341	ENST00000628703
HUMAN28343	ENST00000398882
HUMAN28343	ENST00000618551
HUMAN28344	ENST00000340490
HUMAN28344	ENST00000633197
HUMAN28345	ENST00000532741
HUMAN28346	ENST00000504548
HUMAN28346	ENST00000321385
HUMAN28347	ENST00000220966
HUMAN28347	ENST00000616663
HUMAN28349	ENST00000529064
HUMAN28349	ENST00000425753
HUMAN28349	ENST00000612580
HUMAN28349	ENST00000633782
HUMAN28351	ENST00000501748
HUMAN28351	ENST00000458270
HUMAN28351	ENST00000526926
HUMAN28351	ENST00000618766
HUMAN28351	ENST00000620499
HUMAN28351	ENST00000633071
HUMAN28353	ENST00000358656
HUMAN28353	ENST00000418203
HUMAN28353	ENST00000532158
HUMAN28353	ENST00000532205
HUMAN28353	ENST00000611146
